route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
9-4-1,9,1,City Point - Kenmore Station via Ave Louis Pasteur,School days only,3,500901040,60166001,0
10-9-0,10,0,Copley Square - City Point via South Bay Center,,1,501000000,60166058,0
10-8-0,10,0,Townsend St & Warren St - City Point via Nubian Station,School days only,3,501000040,60166292,0
10-E-0,10,0,Andrew Station - City Point,School days only,3,501000060,60168818_2,0
10-5-0,10,0,Copley Station - City Point,Late nights only,3,501000080,60168226,0
10-9-1,10,1,City Point - Copley Square via South Bay Center,,1,501001000,60165999,0
10-2-1,10,1,City Point - Franklin Park via Andrew,School days only,3,501001040,60168242,0
11-3-0,11,0,Chauncy St & Summer St - City Point,,1,501100000,60167940,0
11-3-1,11,1,City Point - Chauncy St & Summer St,,1,501101000,60168227,0
14-_-0,14,0,Heath St - Roslindale Square,,1,501400000,60451347,0
14-_-1,14,1,Roslindale Square - Heath St,,1,501401000,60451348,0
15-_-0,15,0,Ruggles Station - Kane Square,Weekdays only,1,501500000,60166055,0
15-2-0,15,0,Ruggles Station - St Peter's Square,Weekday middays only,2,501500030,60166054,0
15-1-0,15,0,Ruggles Station - Fields Corner Station,,2,501500050,60166355,0
15-3-0,15,0,Nubian Station - Kane Square,School days only,3,501500080,60168553,0
15-6-0,15,0,Malcolm X Blvd - Fields Corner Station,School days only,3,501500100,60169256,0
15-G-0,15,0,Haymarket - Mattapan via Nubian & Fields Corner (Merrimac Detour),Early mornings only,3,501500120,60168960,0
15-_-1,15,1,Kane Square - Ruggles Station,Weekdays only,1,501501000,60166030,0
15-2-1,15,1,St Peter's Square - Ruggles Station,Weekday middays only,2,501501030,60166053,0
15-1-1,15,1,Fields Corner Station - Ruggles Station,,2,501501050,60166400,0
15-4-1,15,1,Ashmont Station - Nubian Station,Early mornings only,3,501501090,60167734,0
15-3-1,15,1,Kane Square - Nubian Station,School days only,3,501501120,60169147,0
15-G-1,15,1,Mattapan - Haymarket via Fields Corner & Nubian (Merrimac Detour),Early mornings only,3,501501140,60169260,0
16-9-0,16,0,Andrew Station - Forest Hills Station via South Bay Center,,1,501600000,60165988,0
16-8-0,16,0,Harbor Point - Forest Hills Station via South Bay Center,Weekdays only,2,501600040,60166060,0
16-5-0,16,0,McCormack Housing - Forest Hills via South Bay Center,,2,501600060,60166040,0
16-3-0,16,0,Andrew Station - Forest Hills Station,,3,501600090,60167728,0
16-9-1,16,1,Forest Hills Station - Andrew Station via South Bay Center,,2,501601000,60166019,0
16-8-1,16,1,Forest Hills Station - Harbor Point via South Bay Center,Weekdays only,2,501601040,60166021,0
16-5-1,16,1,Forest Hills - McCormack Housing via South Bay Center,,2,501601060,60166023,0
16-3-1,16,1,Forest Hills Station - Andrew Station,,2,501601090,60168733,0
16-E-1,16,1,Franklin Park - Andrew Station,School days only,3,501601130,60168818_1,0
17-_-0,17,0,Andrew Station - Fields Corner Station,,1,501700000,60166266,0
17-_-1,17,1,Fields Corner Station - Andrew Station,,1,501701000,60166258,0
18-1-0,18,0,Andrew Station - Ashmont Station,,1,501800000,60167636,0
18-1-1,18,1,Ashmont Station - Andrew Station,,1,501801000,60167771,0
19-3-0,19,0,Kenmore Station - Fields Corner Station,Weekdays only,1,501900000,60166036,0
19-_-0,19,0,Ruggles Station - Fields Corner Station,Weekdays only,2,501900030,60166093,0
19-5-0,19,0,Warren St & Townsend St - Adams St & Gallivan Blvd,School days only,3,501900060,60166293,0
19-1-0,19,0,Malcolm X Blvd - Fields Corner Station,School days only,3,501900080,60169257,0
19-4-0,19,0,Ave Louis Pasteur - Gallivan Blvd,School days only,3,501900100,60169242,0
19-3-1,19,1,Fields Corner Station - Kenmore Station,Weekdays only,1,501901000,60166028,0
19-_-1,19,1,Fields Corner Station - Ruggles Station,Weekdays only,2,501901030,60166095,0
19-E-1,19,1,Fields Corner Station - Ave Louis Pasteur,School days only,3,501901060,60167616_2,0
21-_-0,21,0,Forest Hills Station - Ashmont Station,,1,502100000,60450524,0
21-_-1,21,1,Ashmont Station - Forest Hills Station,,1,502101000,60450453,0
21-B-1,21,1,Ashmont Station - Forest Hills Station,School days only,3,502101040,60451968_1,0
22-_-0,22,0,Ruggles Station - Ashmont Station,,1,502200000,60166111,0
22-3-0,22,0,Warren St & Townsend St - Ashmont Station,School days only,3,502200040,60169236,0
22-2-0,22,0,Ave Louis Pasteur - Ashmont Station,School days only,3,502200060,60169241,0
22-_-1,22,1,Ashmont Station - Ruggles Station,,1,502201000,60166112,0
23-_-0,23,0,Ruggles Station - Ashmont Station,,1,502300000,60169368,0
23-3-0,23,0,Malcolm X Blvd - Ashmont Station,School days only,3,502300040,60169253,0
23-1-0,23,0,Townsend St & Warren St - Ashmont Station,School days only,3,502300060,60169238,0
23-E-0,23,0,Nubian Station - Franklin Park,School days only,3,502300080,60169280_3,0
23-_-1,23,1,Ashmont Station - Ruggles Station,,1,502301000,60167736,0
23-G-1,23,1,Warren St & Quincy St - Nubian Station,School days only,3,502301040,60169239_1,0
23-2-1,23,1,Ashmont Station - Nubian Station,School days only,3,502301060,60167760,0
24-2-0,24,0,Ashmont Station - Wakefield Ave & Truman Pkwy,,1,502400000,60450617,0
24-2-1,24,1,Wakefield Ave & Truman Pkwy - Ashmont Station,,1,502401000,60450618,0
26-1-0,26,0,Gallivan Blvd - Ashmont Station via Washington St,,1,502600000,60450813,0
26-1-1,26,1,Ashmont Station - Gallivan Blvd via Norfolk St,,1,502601000,60450814,0
28-_-0,28,0,Ruggles Station - Mattapan Station,,1,502800000,60112202,0
28-9-0,28,0,Ave Louis Pasteur - Mattapan Station,Weekday middays only,3,502800040,60451970,0
28-_-1,28,1,Mattapan Station - Ruggles Station,,1,502801000,60112201,0
28-2-1,28,1,Mattapan Station - Nubian Station,Early mornings only,3,502801040,60169258,0
28-5-1,28,1,Townsend St & Warren St - Ruggles Station,School days only,3,502801070,60169240,0
28-9-1,28,1,Mattapan Station - Avenue Louis Pasteur via Ruggles,School days only,3,502801090,60113380,0
29-1-0,29,0,Jackson Square Station - Mattapan Station via Franklin Field,Weekdays only,1,502900000,60450598,0
29-5-0,29,0,Jackson Square Station - Mattapan Station,,1,502900020,60450613,0
29-1-1,29,1,Mattapan Station - Jackson Square Station via Franklin Field,Weekdays only,1,502901000,60450585,0
29-5-1,29,1,Mattapan Station - Jackson Square Station,,1,502901020,60450604,0
30-2-0,30,0,Forest Hills Station - Mattapan Station,,1,503000000,60451285,0
30-2-1,30,1,Mattapan Station - Forest Hills Station,,1,503001000,60451317,0
31-_-0,31,0,Forest Hills Station - Mattapan Station,,1,503100000,60452009,0
31-_-1,31,1,Mattapan Station - Forest Hills Station,,1,503101000,60452095,0
32-1-0,32,0,Forest Hills Station - Wolcott Square,,1,503200000,60451704,0
32-_-0,32,0,Forest Hills Station - Cleary Square,Weekdays only,2,503200040,60451718,0
32-3-0,32,0,Forest Hills Station - Wolcott Square via Westinghouse Plaza,School days only,3,503200070,60451992,0
32-9-0,32,0,Wolcott Square - Townsend St & Humboldt Ave,School days only,3,503200090,60451977,0
32-1-1,32,1,Wolcott Square - Forest Hills Station,,1,503201000,60451845,0
32-_-1,32,1,Cleary Square - Forest Hills Station,Weekdays only,2,503201040,60451671,0
32-3-1,32,1,Wolcott Square - Forest Hills Station via Westinghouse Plaza,School days only,3,503201070,60451982,0
32-9-1,32,1,Townsend St & Humboldt Ave - Wolcott Square,School days only,3,503201090,60451981,0
32-C-1,32,1,Wolcott Square - Forest Hills Station,School days only,3,503201110,60451980_1,0
3233-5-0,3233,0,Forest Hills Station - River St & Milton St,Early mornings only,1,503210000,60450417,0
33-5-0,33,0,Mattapan Station - River St & Milton St via West Milton St (AM Route),,1,503300000,60450419,0
33-6-0,33,0,Mattapan Station - River St & Milton St (PM Route),Weekdays only,1,503300040,60450432,0
33-1-0,33,0,Mattapan Station - River St & Milton St via Westinghouse Plz,AM peak hours only,3,503300070,60451278,0
33-5-1,33,1,River St & Milton St - Mattapan Station (AM Route),,1,503301000,60450418,0
33-6-1,33,1,River St & Milton St - Mattapan Station via West Milton St (PM Route),Weekdays only,2,503301040,60450433,0
33-1-1,33,1,River St & Milton St - Mattapan Station via Westinghouse Plz,Weekdays only,3,503301070,60450459,0
33-7-1,33,1,River St & Milton St - Forest Hills Station via W Milton St,Weekday evenings only,3,503301090,60450442,0
33-4-1,33,1,River St & Milton St - Forest Hills Station,,3,503301110,60378217,0
34-3-0,34,0,Forest Hills Station - Dedham Mall,,1,503400000,60451270,0
34-_-0,34,0,Forest Hills Station - Dedham Line,,3,503400040,60451484,0
34-K-0,34,0,Townsend St & Humboldt Ave - Dedham Line via Forest Hills,School days only,3,503400080,60451987,0
34-3-1,34,1,Dedham Mall - Forest Hills Station,,1,503401000,60451489,0
34-_-1,34,1,Dedham Line - Forest Hills Station,,3,503401040,60451269,0
34-K-1,34,1,Dedham Line - Townsend St & Humboldt Ave via Forest Hills,School days only,3,503401070,60451985,0
34E-4-0,34E,0,Forest Hills Station - Walpole Center,,1,503410000,60451586,0
34E-6-0,34E,0,Forest Hills Station - East Walpole,,3,503410040,60451657,0
34E-1-1,34E,1,Walpole Center - Forest Hills Station,,1,503411000,60451580,0
34E-6-1,34E,1,East Walpole - Forest Hills Station,,2,503411040,60451652,0
35-1-0,35,0,Forest Hills Station - Dedham Mall,,1,503500000,60450886,0
35-_-0,35,0,Forest Hills Station - Stimson St & Washington St,Mornings only,2,503500040,60450898,0
35-3-0,35,0,Ave Louis Pasteur - Dedham Mall via Forest Hills Station,School days only,3,503500080,60451991,0
35-1-1,35,1,Dedham Mall - Forest Hills Station,,1,503501000,60450897,0
35-_-1,35,1,Stimson St & Washington St - Forest Hills Station,,2,503501040,60450885,0
35-2-1,35,1,Stimson & Washington St - Ave Louis Pasteur via Forest Hills,School days only,3,503501080,60451999,0
36-8-0,36,0,"Forest Hills Station - VA Hospital, West Roxbury",,1,503600000,60450889,0
36-1-0,36,0,Forest Hills Station - Millennium Park,Weekdays only,2,503600040,60450983,0
36-5-0,36,0,Forest Hills Station - Millennium Park,Weekdays only,3,503600070,60450868,0
36-9-0,36,0,Townsend & Humboldt - Charles River Loop via Forest Hills,School days only,3,503600100,60452000,0
36-A-0,36,0,Forest Hills Station - Charles River Loop,School days only,3,503600120,60451989_2,0
36-8-1,36,1,"VA Hospital, West Roxbury - Forest Hills Station",,1,503601000,60450909,0
36-1-1,36,1,Millennium Park - Forest Hills Station,Weekdays only,2,503601040,60450912,0
36-5-1,36,1,Millennium Park - Forest Hills Station,Weekday evenings only,3,503601070,60450939,0
36-_-1,36,1,Charles River Loop - Forest Hills Station,School days only,3,503601090,60451990,0
36-9-1,36,1,Charles River Loop - Townsend & Humboldt via Forest Hills,School days only,3,503601120,60451993,0
37-_-0,37,0,Forest Hills Station - Baker St & Vermont St,,1,503700000,60451106,0
37-D-0,37,0,Forest Hills Station - LaGrange St & Corey St,School days only,3,503700040,60452001_2,0
37-_-1,37,1,Baker St & Vermont St - Forest Hills Station,,1,503701000,60450863,0
37-3-1,37,1,LaGrange St & Corey St - Forest Hills Station,School days only,3,503701040,60451996_1,0
38-_-0,38,0,Forest Hills Station - Wren St,,1,503800000,60451215,0
38-1-0,38,0,Townsend St & Humboldt Ave - Wren St via Forest Hills,School days only,3,503800040,60451998,0
38-_-1,38,1,Wren St - Forest Hills Station,,1,503801000,60451242,0
38-C-1,38,1,Centre & W Roxbury Pkwy - Forest Hills Station,School days only,3,503801040,60451997_1,0
38-D-1,38,1,Wren St - Forest Hills Station,School days only,3,503801060,60451995_1,0
39-3-0,39,0,Back Bay Station - Forest Hills Station,,1,503900000,60112558,0
39-7-0,39,0,Huntington Ave & Longwood Ave - Forest Hills Station,School days only,3,503900040,60451988_1,0
39-Y-0,39,0,Ave Louis Pasteur - Forest Hills Station via Brigham Cir,School days only,3,503900060,60451969_1,0
39-M-0,39,0,Haymarket Station - Cleary Square (Detour),Early mornings only,3,503900080,60450455,0
39-3-1,39,1,Forest Hills Station - Back Bay Station,,1,503901000,60112560,0
39-7-1,39,1,Forest Hills Station - Huntington Ave & Longwood Ave,School days only,3,503901040,60451968_2,0
39-I-1,39,1,Forest Hills Station - Ave Louis Pasteur,School days only,3,503901060,60451995_2,0
39-M-1,39,1,Cleary Square - Haymarket Station (Detour),Early mornings only,3,503901080,60450454,0
40-_-0,40,0,Forest Hills Station - Georgetowne via Alwin St (PM Route),,1,504000000,60451014,0
40-2-0,40,0,Forest Hills Station - Georgetowne (AM Route),Weekdays only,1,504000040,60451011,0
40-_-1,40,1,Georgetowne - Forest Hills Station (PM Route),,1,504001000,60451013,0
40-2-1,40,1,Georgetowne - Forest Hills Station via Alwin St (AM Route),Weekdays only,1,504001040,60451026,0
4050-5-0,4050,0,Forest Hills Station - Cleary Square via Georgetowne,,1,504010000,60451054,0
4050-5-1,4050,1,Cleary Square - Forest Hills Station via Metropolitan Ave,,1,504011000,60451029,0
41-_-0,41,0,JFK/UMass Station - Centre St & Eliot St,,1,504100000,60450770,0
41-_-1,41,1,Centre St & Eliot St - JFK/UMass Station,,1,504101000,60450746,0
42-1-0,42,0,Nubian Station - Forest Hills Station,,1,504200000,60450651,0
42-1-1,42,1,Forest Hills Station - Nubian Station,,1,504201000,60450649,0
43-_-0,43,0,Park St Station - Ruggles Station,,1,504300000,60166151,0
43-_-1,43,1,Ruggles Station - Park St Station,,1,504301000,60166152,0
44-1-0,44,0,Ruggles Station - Jackson Square Station,,1,504400000,60169373,0
44-2-0,44,0,Humboldt Ave & Townsend St - Jackson Square Station,School days only,3,504400040,60169923,0
44-1-1,44,1,Jackson Square Station - Ruggles Station,,1,504401000,60169059,0
45-_-0,45,0,Ruggles Station - Franklin Park,Weekdays only,1,504500000,60169375,0
